10.745;-3.94156
14.78;9.62249
-7.82557;20.7262
4.75682;-21.6508
10.3656;-8.43644
-15.6344;-10.6817
11.5303;24.986
-10.6938;2.12098
1.23591;-0.670371
12.9696;-6.18668
-11.9982;-21.0279
-10.0399;-22.7963
5.37434;9.97019
-18.1885;-5.67719
8.68095;17.7163
-13.8524;-19.3531
23.3764;-8.42256
3.0149;-23.0201
0.888389;9.68852
4.286;-22.6689

10.8918;-4.07736
14.5836;9.58443
-7.94763;20.8847
4.59505;-21.7684
10.5174;-8.56667
-15.5916;-10.8771
11.6741;25.125
-10.8527;2.24242
1.10183;-0.521975
12.8663;-6.35797
-11.9079;-20.8495
-9.92259;-22.9583
5.21984;9.84319
-17.9897;-5.69891
8.83255;17.8467
-14.0439;-19.2953
23.2172;-8.54352
3.03993;-23.2185
1.08024;9.74503
4.08696;-22.6885

11.0387;-4.21316
14.3873;9.54638
-8.06969;21.0431
4.43328;-21.886
10.6692;-8.6969
-15.5488;-11.0724
11.8179;25.264
-11.0116;2.36387
0.967744;-0.373579
12.763;-6.52925
-11.8177;-20.671
-9.80527;-23.1203
5.06534;9.71618
-17.7909;-5.72063
8.98416;17.9772
-14.2353;-19.2375
23.0579;-8.66448
3.06495;-23.417
1.27209;9.80155
3.88793;-22.7081

11.1855;-4.34897
14.1909;9.50833
-8.19176;21.2015
4.37445;-22.1452
10.821;-8.82712
-15.506;-11.2678
11.9616;25.403
-11.1705;2.48531
0.83366;-0.225183
12.6598;-6.70053
-11.7274;-20.4925
-9.68796;-23.2822
4.91084;9.58918
-17.5921;-5.74235
9.13577;18.1076
-14.4268;-19.1797
22.8986;-8.78544
3.08998;-23.6154
1.46394;9.85806
3.68889;-22.7276

11.3323;-4.48477
13.9946;9.47027
-8.31382;21.36
4.33018;-22.3402
10.9728;-8.95735
-15.4632;-11.4632
12.1054;25.542
-11.3294;2.60675
0.699576;-0.0767867
12.5565;-6.87182
-11.6372;-20.314
-9.57065;-23.4442
4.75634;9.46218
-17.3933;-5.76407
9.28737;18.238
-14.6183;-19.1219
22.7393;-8.9064
3.11501;-23.8138
1.65579;9.91458
3.48985;-22.7472

11.4791;-4.62057
13.7982;9.43222
-8.43588;21.5184
4.15518;-22.5056
11.1246;-9.08758
-15.4204;-11.6585
12.2492;25.681
-11.4883;2.7282
0.565491;0.0716093
12.4533;-7.0431
-11.5469;-20.1356
-9.45333;-23.6062
4.60184;9.33517
-17.1944;-5.78578
9.43898;18.3685
-14.8097;-19.0642
22.5801;-9.02736
3.14004;-24.0122
1.84763;9.97109
3.29143;-22.7731

11.626;-4.75638
13.6019;9.39416
-8.55794;21.6768
4.00981;-22.6429
11.2763;-9.21781
-15.3776;-11.8539
12.393;25.8201
-11.6473;2.84964
0.431407;0.220005
12.35;-7.21438
-11.4566;-19.9571
-9.33602;-23.7682
4.44734;9.20817
-16.9956;-5.8075
9.59059;18.4989
-15.0012;-19.0064
22.4208;-9.14833
3.16506;-24.2107
2.03948;10.0276
3.09311;-22.799

11.7728;-4.89218
13.4056;9.35611
-8.68001;21.8353
3.86445;-22.7803
11.4281;-9.34804
-15.3348;-12.0492
12.5368;25.9591
-11.8062;2.97109
0.297322;0.368401
12.2468;-7.38567
-11.3664;-19.7786
-9.2187;-23.9302
4.29284;9.08117
-16.7968;-5.82922
9.74219;18.6294
